# Site: US-Goo,,,,,,,,
# Version: 2-1,,,,,,,,
TIMESTAMP_START,TIMESTAMP_END,USTAR,TA,LE,P,RH,PA,NETRAD
200206010000,200206010030,0.015,18.3,2,0,100,100.4,-21
200206010030,200206010100,-9999,18.3,7,0,100,100.4,-19
200206010100,200206010130,-9999,17.8,5,0,100,100.4,-18
200206010130,200206010200,-9999,17.8,-6,0,100,100.4,-15
200206010200,200206010230,-9999,17.8,1,0,100,100.4,-13
200206010230,200206010300,-9999,17.5,-5,0,100,100.4,-15
200206010300,200206010330,-9999,17.5,13,0,100,100.4,-13
200206010330,200206010400,0.01,17.4,-1,0,100,100.4,-13
200206010400,200206010430,-9999,17.2,7,0,100,100.5,-13
200206010430,200206010500,-9999,17,-3,0,100,100.5,-10
200206010500,200206010530,-9999,17.3,-15,0,100,100.5,6
200206010530,200206010600,0.091,18.5,32,0,100,100.5,34
200206010600,200206010630,0.094,19.7,39,0,100,100.601,107
200206010630,200206010700,-9999,21.7,58,0,100,100.601,185
200206010700,200206010730,0.155,23.7,96,0,97.8,100.601,220
200206010730,200206010800,0.145,25.4,120,0,89.5,100.601,291
200206010800,200206010830,0.153,26.9,144,0,78.5,100.601,372
200206010830,200206010900,0.127,27.5,157,0,74.2,100.601,433
200206010900,200206010930,0.239,28.1,312,0,69.9,100.601,514
200206010930,200206011000,0.199,28.6,242,0,65.6,100.601,584
200206011000,200206011030,0.393,29.1,261,0,62.4,100.601,662
200206011030,200206011100,0.286,29.6,283,0,63,100.601,656
200206011100,200206011130,0.256,29.7,429,0,61.2,100.601,764
200206011130,200206011200,0.047,29.5,317,0,60.9,100.5,629
200206011200,200206011230,0.161,30.2,358,0,57.6,100.5,726
200206011230,200206011300,0.109,30.6,361,0,56.9,100.5,732
200206011300,200206011330,0.357,30.4,307,0,56.8,100.4,606
200206011330,200206011400,0.316,30.9,373,0,56.3,100.4,633
200206011400,200206011430,0.211,30.7,282,0,55.7,100.4,527
200206011430,200206011500,0.254,30.7,251,0,56.3,100.4,438
200206011500,200206011530,0.23,31,304,0,53.2,100.301,459
200206011530,200206011600,0.253,31,223,0,50.5,100.301,367
200206011600,200206011630,0.084,30.8,192,0,49.3,100.301,283
200206011630,200206011700,0.153,30.7,153,0,53,100.301,200
200206011700,200206011730,0.144,30.4,91,0,53.8,100.301,120
200206011730,200206011800,0.106,30,65,0,59,100.301,43
200206011800,200206011830,-9999,28.4,23,0,72.5,100.301,-19
200206011830,200206011900,0.015,25.9,1,0,86.4,100.301,-52
200206011900,200206011930,0.015,24.1,0,0,92,100.301,-60
200206011930,200206012000,0.01,23.1,1,0,97.5,100.301,-59
200206012000,200206012030,0.02,22.2,-1,0,100,100.301,-56
200206012030,200206012100,-9999,22.1,1,0,100,100.301,-48
200206012100,200206012130,-9999,21.8,-2,0,100,100.301,-43
200206012130,200206012200,0.01,21.2,1,0,100,100.4,-39
200206012200,200206012230,0.01,20.7,-2,0,100,100.4,-35
200206012230,200206012300,0.01,20.5,0,0,100,100.4,-31
200206012300,200206012330,-9999,20.4,2,0,100,100.4,-27
200206012330,200206020000,0.01,20,0,0,100,100.4,-25
200206020000,200206020030,0.02,20,7,0,100,100.301,-23
200206020030,200206020100,-9999,19.8,8,0,100,100.301,-22
200206020100,200206020130,0,19.8,-1,0,100,100.301,-21
200206020130,200206020200,0.03,19.8,-5,0,100,100.301,-19
200206020200,200206020230,0.112,19.4,-1,0,100,100.301,-18
200206020230,200206020300,0.094,19.3,-13,0,100,100.301,-17
200206020300,200206020330,0.02,18.8,4,0,100,100.301,-16
200206020330,200206020400,0,19,3,0,100,100.301,-16
200206020400,200206020430,0.03,18.7,8,0,100,100.301,-15
200206020430,200206020500,-9999,18.3,4,0,100,100.4,-11
200206020500,200206020530,-9999,18.5,-8,0,100,100.4,5
200206020530,200206020600,0.034,19.8,26,0,100,100.4,32
200206020600,200206020630,-9999,21.9,66,0,99.8,100.4,104
200206020630,200206020700,0.137,23.9,97,0,93.2,100.5,162
200206020700,200206020730,0.13,25,105,0,86.8,100.5,223
200206020730,200206020800,0.191,26.5,164,0,79.6,100.5,307
200206020800,200206020830,-9999,27.9,151,0,73.1,100.601,375
200206020830,200206020900,0.195,29.2,206,0,67.6,100.5,453
200206020900,200206020930,0.257,29.7,227,0,64.401,100.5,520
200206020930,200206021000,0.263,30.2,261,0,62.5,100.5,577
200206021000,200206021030,0.277,30.6,303,0,59.8,100.5,633
200206021030,200206021100,0.293,31,331,0,56.6,100.5,666
200206021100,200206021130,0.277,31.3,356,0,56.7,100.5,711
200206021130,200206021200,0.329,31.6,325,0,55.4,100.4,720
200206021200,200206021230,0.305,31.7,373,0,52.9,100.4,689
200206021230,200206021300,0.232,31.6,355,0,55.5,100.4,558
200206021300,200206021330,0.292,32.1,446,0,54.5,100.4,692
200206021330,200206021400,0.301,31.9,283,0,54.9,100.301,515
200206021400,200206021430,0.293,32.201,355,0,53,100.301,557
200206021430,200206021500,0.262,32.3,320,0,51.4,100.301,504
200206021500,200206021530,0.287,32.3,317,0,50.5,100.301,423
200206021530,200206021600,0.291,32.1,219,0,49.5,100.2,368
200206021600,200206021630,0.188,32.1,209,0,48.4,100.2,273
200206021630,200206021700,0.15,31.9,133,0,50,100.2,188
200206021700,200206021730,0.154,31.5,89,0,53.5,100.2,123
200206021730,200206021800,0.092,30.6,39,0,60.1,100.2,43
200206021800,200206021830,0.109,29.3,19,0,67.7,100.2,-15
200206021830,200206021900,0.037,27.8,1,0,75.1,100.2,-50
200206021900,200206021930,0.025,26.1,2,0,84.8,100.2,-61
200206021930,200206022000,0.032,24.9,3,0,89.5,100.2,-61
200206022000,200206022030,-9999,23.3,-6,0,95.1,100.2,-62
200206022030,200206022100,-9999,23.1,1,0,95.2,100.301,-61
200206022100,200206022130,0.018,22.8,-1,0,95.3,100.301,-58
200206022130,200206022200,-9999,22.6,-3,0,95.5,100.301,-58
200206022200,200206022230,-9999,22.9,-1,0,93.6,100.301,-60
200206022230,200206022300,0.015,21.3,-1,0,99.6,100.301,-60
200206022300,200206022330,-9999,21.2,-1,0,99.3,100.301,-54
200206022330,200206030000,-9999,21.3,-1,0,97.7,100.301,-51
200206030000,200206030030,-9999,20.3,-1,0,100,100.301,-49
200206030030,200206030100,0,20.2,-1,0,100,100.301,-41
200206030100,200206030130,-9999,20,0,0,100,100.301,-34
200206030130,200206030200,0,20,0,0,100,100.301,-30
200206030200,200206030230,0.02,19.5,-1,0,100,100.301,-27
200206030230,200206030300,0.01,19.5,2,0,100,100.301,-24
200206030300,200206030330,0,19.4,0,0,100,100.4,-22
200206030330,200206030400,0.023,19.5,-2,0,100,100.4,-20
200206030400,200206030430,0.015,19.3,-3,0,100,100.4,-19
200206030430,200206030500,0.01,19.3,-4,0,100,100.4,-15
200206030500,200206030530,-9999,19.3,1,0,100,100.4,5
200206030530,200206030600,0.02,20.6,29,0,100,100.4,57
200206030600,200206030630,0.059,22.8,49,0,99.4,100.4,90
200206030630,200206030700,0.146,25.2,92,0,90.2,100.5,120
200206030700,200206030730,0.172,26.8,129,0,82.1,100.5,204
200206030730,200206030800,0.302,28.2,158,0,72.4,100.5,292
200206030800,200206030830,0.304,29.2,241,0,68,100.5,369
200206030830,200206030900,0.346,29.9,314,0,64.6,100.5,443
200206030900,200206030930,0.243,30.4,227,0,63.9,100.5,509
200206030930,200206031000,0.27,31,276,0,62.1,100.5,566
200206031000,200206031030,0.203,31.7,355,0,59,100.5,614
200206031030,200206031100,0.313,31.9,406,0,56.6,100.5,656
200206031100,200206031130,0.317,32.3,421,0,57.2,100.5,667
200206031130,200206031200,0.343,32.6,477,0,56.6,100.5,704
200206031200,200206031230,0.345,32.9,455,0,53.8,100.5,719
200206031230,200206031300,0.315,33,406,0,53.6,100.5,672
200206031300,200206031330,0.2,32.9,301,0,53.5,100.5,555
200206031330,200206031400,0.382,33.3,375,0,51.7,100.4,630
200206031400,200206031430,0.289,33.3,363,0,52.4,100.4,524
200206031430,200206031500,0.334,33.3,329,0,51.2,100.4,500
200206031500,200206031530,0.365,33.3,366,0,51.6,100.4,435
200206031530,200206031600,0.21,33.2,273,0,50.8,100.301,353
200206031600,200206031630,0.28,33,248,0,53.6,100.301,276
200206031630,200206031700,0.191,32.6,139,0,54.4,100.301,195
200206031700,200206031730,0.124,32,79,0,57.9,100.301,118
200206031730,200206031800,0.052,31.3,21,0,66.6,100.301,44
200206031800,200206031830,0.029,29.8,7,0,80.3,100.301,-13
200206031830,200206031900,0.025,27.9,5,0,88.2,100.301,-43
200206031900,200206031930,0.02,26.4,0,0,92.4,100.4,-51
200206031930,200206032000,0.01,25.5,-3,0,93,100.4,-50
200206032000,200206032030,0.029,25,3,0,94.2,100.4,-48
200206032030,200206032100,-9999,24.5,-2,0,96,100.4,-47
200206032100,200206032130,-9999,24.1,-1,0,97.9,100.4,-47
200206032130,200206032200,-9999,23.7,3,0,99.5,100.4,-42
200206032200,200206032230,0.018,23.6,-2,0,99.8,100.5,-32
200206032230,200206032300,-9999,23.7,0,0,99.9,100.5,-38
200206032300,200206032330,0.018,23.1,2,0,100,100.4,-36
200206032330,200206040000,-9999,22.8,0,0,100,100.4,-33
200206040000,200206040030,0.023,22.5,-5,0,100,100.4,-28
200206040030,200206040100,0,22.1,0,0,100,100.4,-25
200206040100,200206040130,0.01,21.5,4,0,100,100.4,-23
200206040130,200206040200,-9999,21.8,-6,0,100,100.4,-20
200206040200,200206040230,0.015,21.5,0,0,100,100.4,-19
200206040230,200206040300,-9999,21.1,-1,0,100,100.4,-18
200206040300,200206040330,-9999,20.8,-1,0,100,100.4,-17
200206040330,200206040400,0.032,20.8,0,0,100,100.4,-16
200206040400,200206040430,-9999,20.5,1,0,100,100.4,-15
200206040430,200206040500,-9999,20.5,1,0,100,100.4,-11
200206040500,200206040530,-9999,20.5,-2,0,100,100.5,6
200206040530,200206040600,0.046,21.6,16,0,100,100.5,41
200206040600,200206040630,0.078,23.1,37,0,99.5,100.5,112
200206040630,200206040700,0.138,25.3,108,0,89,100.5,151
200206040700,200206040730,0.133,26.4,103,0,84.3,100.601,198
200206040730,200206040800,0.167,27.3,152,0,79.5,100.601,286
200206040800,200206040830,0.22,28.4,174,0,74.9,100.601,368
200206040830,200206040900,0.191,29,198,0,74.4,100.601,443
200206040900,200206040930,0.259,29.9,207,0,71.6,100.601,510
200206040930,200206041000,0.18,30.6,254,0,67.8,100.601,569
200206041000,200206041030,0.272,31.3,416,0,62.8,100.601,618
200206041030,200206041100,0.258,31.4,393,0,63.5,100.601,660
200206041100,200206041130,0.26,31.8,390,0,64.3,100.601,699
200206041130,200206041200,0.368,32.201,451,0,62.3,100.601,714
200206041200,200206041230,0.379,32.3,404,0,59.8,100.601,705
200206041230,200206041300,0.407,32.6,432,0,57.2,100.5,639
200206041300,200206041330,0.368,32.4,376,0,57.4,100.5,532
200206041330,200206041400,0.342,32.9,358,0,55.6,100.5,624
200206041400,200206041430,0.446,32.9,398,0,53,100.5,578
200206041430,200206041500,0.389,33,334,0,52.6,100.4,515
200206041500,200206041530,0.268,32.9,244,0,54.1,100.4,424
200206041530,200206041600,0.331,32.9,268,0,52.2,100.4,366
200206041600,200206041630,0.366,32.701,240,0,52,100.301,289
200206041630,200206041700,0.233,32.4,148,0,53.5,100.301,201
200206041700,200206041730,0.17,31.8,88,0,54.7,100.301,116
200206041730,200206041800,0.155,30.9,41,0,59.4,100.301,28
200206041800,200206041830,0.027,29.4,1,0,72,100.301,-20
200206041830,200206041900,0.049,27.5,1,0,79.3,100.301,-49
200206041900,200206041930,0.029,25.9,14,0,88,100.4,-57
200206041930,200206042000,-9999,24.3,5,0,91.2,100.4,-55
200206042000,200206042030,-9999,23.7,-4,0,93.4,100.5,-53
200206042030,200206042100,-9999,23.4,-12,0,95.3,100.5,-53
200206042100,200206042130,-9999,23,-3,0,96.7,100.601,-52
200206042130,200206042200,-9999,22.6,-1,0,98.2,100.601,-50
200206042200,200206042230,-9999,22.6,0,0,97.9,100.601,-49
200206042230,200206042300,-9999,22,0,0,99.8,100.601,-46
200206042300,200206042330,0,21.9,0,0,99.8,100.601,-44
200206042330,200206050000,-9999,21.6,0,0,99.5,100.5,-41
200206050000,200206050030,0,21.2,1,0,100,100.5,-38
200206050030,200206050100,-9999,21.1,-3,0,99.9,100.5,-35
200206050100,200206050130,0.163,22.7,1,0,94.2,100.5,-44
200206050130,200206050200,0.217,23.5,12,0,91.7,100.5,-64
200206050200,200206050230,0.226,23.4,12,0,91.9,100.5,-64
200206050230,200206050300,0.195,23.1,8,0,91.8,100.5,-63
200206050300,200206050330,0.113,22.7,2,0,92.5,100.5,-61
200206050330,200206050400,0.084,22.4,-1,0,93.3,100.5,-59
200206050400,200206050430,-9999,21.7,-2,0,95.7,100.5,-55
200206050430,200206050500,0.095,21.4,-4,0,96.8,100.5,-49
200206050500,200206050530,0.115,22.1,2,0,94.5,100.5,-29
200206050530,200206050600,0.146,22.8,25,0,92,100.601,0
200206050600,200206050630,0.183,23.9,62,0,87.3,100.601,63
200206050630,200206050700,0.215,24.9,80,0,82.9,100.601,144
200206050700,200206050730,0.252,26.1,136,0,77.3,100.601,235
200206050730,200206050800,0.288,26.9,98,0,75.9,100.601,293
200206050800,200206050830,0.353,27.9,182,0,72.6,100.601,373
200206050830,200206050900,0.334,28.8,213,0,70.1,100.601,454
200206050900,200206050930,0.305,29.6,244,0,68.5,100.601,518
200206050930,200206051000,0.337,30.2,332,0,67.2,100.601,575
200206051000,200206051030,0.361,30.4,291,0,66.4,100.601,531
200206051030,200206051100,0.259,30.5,228,0,67,100.601,547
200206051100,200206051130,0.334,31.1,316,0,64,100.601,590
200206051130,200206051200,0.349,30.9,278,0,64,100.601,562
200206051200,200206051230,0.403,31.6,353,0,59.4,100.5,647
200206051230,200206051300,0.328,31.9,321,0,60.6,100.5,641
200206051300,200206051330,0.226,31.7,207,0,61.1,100.5,479
200206051330,200206051400,0.229,30.2,202,0,64.2,100.5,261
200206051400,200206051430,0.443,26.1,117,0,72.8,100.5,90
200206051430,200206051500,0.178,24.7,101,0,84.3,100.5,152
200206051500,200206051530,0.222,26.2,171,0,77.9,100.5,319
200206051530,200206051600,0.264,27.1,133,0,75.4,100.5,226
200206051600,200206051630,0.259,26.2,76,0,82,100.5,108
200206051630,200206051700,0.169,25.4,44,0,85.9,100.4,55
200206051700,200206051730,0.175,26.1,62,0,79.9,100.4,131
200206051730,200206051800,0.157,25.9,43,0,80.5,100.4,38
200206051800,200206051830,0.198,25,26,0,84.4,100.4,-5
200206051830,200206051900,0.13,24.2,8,0,89.3,100.4,-28
200206051900,200206051930,0.061,23.5,1,0,93.6,100.4,-41
200206051930,200206052000,-9999,23,-2,0,96.3,100.4,-50
200206052000,200206052030,0.112,23.3,5,0,94.5,100.4,-27
200206052030,200206052100,0.118,23.5,8,0,92.2,100.4,-36
200206052100,200206052130,0.115,23.5,13,0,91,100.4,-56
200206052130,200206052200,-9999,22.8,-1,0,93.5,100.5,-47
200206052200,200206052230,0.045,22.8,2,0,93.6,100.5,-30
200206052230,200206052300,0.241,23.8,26,0,88,100.5,-22
200206052300,200206052330,0.142,23.6,9,0,88.5,100.4,-41
200206052330,200206060000,0.046,23.1,2,0,90.7,100.4,-41
200206060000,200206060030,0.13,22.7,2,0,93.3,100.4,-38
200206060030,200206060100,0.068,22.8,4,0,93.7,100.4,-28
200206060100,200206060130,-9999,22.3,1,0,96.7,100.4,-28
200206060130,200206060200,-9999,22,0,0,99.2,100.4,-20
200206060200,200206060230,0.051,22.2,1,0,97.9,100.4,-21
200206060230,200206060300,0.029,22.1,1,0,98.7,100.4,-29
200206060300,200206060330,-9999,21.6,0,0,100,100.301,-33
200206060330,200206060400,0.057,21.5,0,0,100,100.301,-27
200206060400,200206060430,0.07,21.7,2,0,99.9,100.301,-27
200206060430,200206060500,0.099,21.7,0,0,99.4,100.4,-36
200206060500,200206060530,-9999,21.5,-1,0,99.9,100.4,-28
200206060530,200206060600,0.197,21.9,19,0,99.2,100.4,8
200206060600,200206060630,0.176,22.8,36,0,95,100.4,56
200206060630,200206060700,0.351,23.4,62,0,90.5,100.5,109
200206060700,200206060730,0.305,23.1,44,0,91.6,100.5,129
200206060730,200206060800,0.277,23.2,66,0,89.7,100.5,185
200206060800,200206060830,0.317,23.9,136,0,86.5,100.5,289
200206060830,200206060900,0.366,23.2,88,0,87.9,100.601,159
200206060900,200206060930,0.358,23.8,192,0,84.5,100.601,393
200206060930,200206061000,0.256,25.3,182,0,77.5,100.601,523
200206061000,200206061030,0.283,25.2,134,0,77.2,100.601,403
200206061030,200206061100,0.362,26,254,0,75.2,100.601,576
200206061100,200206061130,0.372,25.7,207,0,76.6,100.601,541
200206061130,200206061200,0.384,25.2,232,0,78.9,100.601,607
200206061200,200206061230,0.339,24.6,146,0,79.9,100.601,427
200206061230,200206061300,0.304,25,195,0,77.9,100.601,475
200206061300,200206061330,0.294,25.3,187,0,77.2,100.601,423
200206061330,200206061400,0.296,25.6,207,0,74.9,100.601,486
200206061400,200206061430,0.325,25.5,169,0,74.9,100.601,400
200206061430,200206061500,0.323,25.1,123,0,74.7,100.5,307
200206061500,200206061530,0.213,25.3,103,0,74.5,100.5,319
200206061530,200206061600,0.247,25,105,0,75.2,100.5,222
200206061600,200206061630,0.313,25.9,172,0,71.3,100.5,311
200206061630,200206061700,0.275,26,116,0,70.1,100.5,235
200206061700,200206061730,0.27,25.9,85,0,70.2,100.5,135
200206061730,200206061800,0.163,25.6,36,0,69.9,100.5,52
200206061800,200206061830,0.163,24.8,42,0,74.6,100.5,-21
200206061830,200206061900,0.074,23.8,6,0,78.2,100.5,-59
200206061900,200206061930,0.045,22.2,6,0,88.4,100.5,-72
200206061930,200206062000,0.097,21.7,11,0,86.5,100.5,-77
200206062000,200206062030,0.098,21.7,2,0,81,100.601,-77
200206062030,200206062100,0.103,21.1,9,0,81.2,100.601,-79
200206062100,200206062130,0.179,20.6,19,0,80.9,100.601,-81
200206062130,200206062200,0.131,20.4,4,0,79.1,100.601,-81
200206062200,200206062230,0.082,19.8,2,0,80.5,100.601,-77
200206062230,200206062300,0.04,19.2,0,0,83.7,100.601,-74
200206062300,200206062330,-9999,17.8,-3,0,91.5,100.601,-72
200206062330,200206070000,-9999,17.1,0,0,95.7,100.601,-69
200206070000,200206070030,0.054,17,-1,0,95.8,100.601,-61
200206070030,200206070100,0.029,17,-1,0,95.5,100.5,-57
200206070100,200206070130,0.039,16.3,-2,0,99.1,100.5,-48
200206070130,200206070200,-9999,16.2,0,0,98.5,100.5,-40
200206070200,200206070230,-9999,15.8,1,0,100,100.601,-34
200206070230,200206070300,0.09,16.7,-4,0,97.6,100.601,-28
200206070300,200206070330,0.147,17.2,-7,0,95.2,100.601,-30
200206070330,200206070400,0.186,17,-5,0,95.9,100.601,-32
200206070400,200206070430,0.16,17,-4,0,96.1,100.601,-33
200206070430,200206070500,0.095,16.7,-5,0,97.1,100.601,-25
200206070500,200206070530,0.09,16.6,-2,0,97.9,100.7,7
200206070530,200206070600,0.161,17.4,22,0,96,100.7,53
200206070600,200206070630,0.154,18.3,59,0,92.5,100.7,42
200206070630,200206070700,0.219,19.3,96,0,89.3,100.801,124
200206070700,200206070730,0.243,20.5,112,0,85.4,100.801,210
200206070730,200206070800,0.277,21.7,122,0,80.8,100.801,293
200206070800,200206070830,0.331,22.8,166,0,76.4,100.801,374
200206070830,200206070900,0.266,23.6,195,0,73,100.801,447
200206070900,200206070930,0.285,24.1,213,0,69.7,100.801,518
200206070930,200206071000,0.229,24.8,214,0,67.4,100.801,545
200206071000,200206071030,0.294,25.3,233,0,66.6,100.801,632
200206071030,200206071100,0.263,25.7,276,0,66.1,100.801,660
200206071100,200206071130,0.21,26.1,303,0,61.6,100.801,639
200206071130,200206071200,0.234,26.5,397,0,58.3,100.801,708
200206071200,200206071230,0.139,27,343,0,56.1,100.801,678
200206071230,200206071300,0.223,27.5,385,0,53.2,100.7,659
200206071300,200206071330,0.115,27.7,361,0,51.2,100.7,633
200206071330,200206071400,0.229,28.3,325,0,48.8,100.7,631
200206071400,200206071430,0.188,28.5,277,0,46.2,100.7,606
200206071430,200206071500,0.21,28.4,220,0,46.7,100.601,414
200206071500,200206071530,0.222,27.6,181,0,50.4,100.601,218
200206071530,200206071600,0.149,27.7,169,0,49.7,100.601,270
200206071600,200206071630,0.219,28.2,166,0,50,100.601,270
200206071630,200206071700,0.242,27.7,144,0,51.4,100.601,146
200206071700,200206071730,0.215,27.6,119,0,53,100.601,134
200206071730,200206071800,0.139,27,36,0,59.8,100.601,29
200206071800,200206071830,0.11,26.3,24,0,65,100.601,-18
200206071830,200206071900,0.075,24.7,6,0,76.9,100.601,-62
200206071900,200206071930,0,22,0,0,89.2,100.601,-75
200206071930,200206072000,0.037,20.5,0,0,93.5,100.601,-75
200206072000,200206072030,0.02,19.4,-1,0,98,100.601,-72
200206072030,200206072100,0.023,19,0,0,99.6,100.7,-62
200206072100,200206072130,0.025,18.4,1,0,100,100.7,-51
200206072130,200206072200,0.061,18.1,-2,0,100,100.7,-41
200206072200,200206072230,0.01,17.8,0,0,100,100.7,-34
200206072230,200206072300,0.038,17.5,1,0,100,100.7,-30
200206072300,200206072330,0.065,18.4,-1,0,96.7,100.7,-27
200206072330,200206080000,0.025,17.8,-2,0,98.3,100.601,-27
200206080000,200206080030,-9999,17.4,-3,0,99.1,100.601,-25
200206080030,200206080100,0.018,16.8,-1,0,100,100.601,-24
200206080100,200206080130,-9999,16.6,-1,0,100,100.601,-22
200206080130,200206080200,0.01,16.4,0,0,100,100.601,-20
200206080200,200206080230,-9999,16.5,3,0,99.9,100.601,-19
200206080230,200206080300,-9999,16.5,2,0,100,100.601,-18
200206080300,200206080330,-9999,16.5,4,0,100,100.601,-17
200206080330,200206080400,-9999,16.3,-1,0,100,100.601,-16
200206080400,200206080430,-9999,16,-1,0,100,100.601,-16
200206080430,200206080500,0.015,16,-1,0,100,100.7,-11
200206080500,200206080530,-9999,16.5,4,0,100,100.7,16
200206080530,200206080600,0.065,18.1,9,0,100,100.7,36
200206080600,200206080630,0.08,19.9,59,0,97.4,100.7,106
200206080630,200206080700,0.213,21.9,97,0,89.1,100.801,148
200206080700,200206080730,0.199,23.5,124,0,83.3,100.801,223
200206080730,200206080800,0.16,25,139,0,77.9,100.801,301
200206080800,200206080830,0.24,26.4,186,0,74.4,100.9,376
200206080830,200206080900,0.312,27.3,219,0,71.7,100.9,450
200206080900,200206080930,0.191,28.2,186,0,69.7,100.9,516
200206080930,200206081000,0.214,29.1,254,0,67.2,100.9,573
200206081000,200206081030,0.23,29.8,282,0,65.5,100.801,622
200206081030,200206081100,0.308,30.5,327,0,61.7,100.801,669
200206081100,200206081130,0.213,30.6,285,0,58,100.801,590
200206081130,200206081200,0.07,30.9,379,0,58.2,100.801,627
200206081200,200206081230,0.26,31.5,388,0,56,100.801,706
200206081230,200206081300,0.034,31.1,237,0,57.2,100.801,538
200206081300,200206081330,0.159,31.1,309,0,57.4,100.7,491
200206081330,200206081400,0.244,31.8,301,0,55.3,100.7,621
200206081400,200206081430,0.233,32.201,342,0,51.7,100.7,590
200206081430,200206081500,0.192,32.201,218,0,51.5,100.7,451
200206081500,200206081530,0.255,32.3,292,0,51,100.7,399
200206081530,200206081600,0.119,31.5,120,0,55.1,100.601,195
200206081600,200206081630,0.206,29.7,93,0,66.8,100.601,101
200206081630,200206081700,0.304,28.1,72,0,71.1,100.601,75
200206081700,200206081730,0.354,27.7,66,0,75.2,100.7,84
200206081730,200206081800,0.285,27.5,35,0,77.6,100.7,46
200206081800,200206081830,0.256,26.8,16,0,80.6,100.7,-27
200206081830,200206081900,0.253,26.4,24,0,81,100.7,-41
200206081900,200206081930,0.229,25.9,11,0,82.4,100.7,-59
200206081930,200206082000,0.201,25.5,5,0,84.6,100.7,-59
200206082000,200206082030,0.247,25.4,7,0,85.2,100.801,-50
200206082030,200206082100,0.209,25.5,9,0,85.7,100.801,-35
200206082100,200206082130,0.199,25.5,9,0,85.6,100.801,-35
200206082130,200206082200,0.172,25.3,6,0,86.4,100.801,-32
200206082200,200206082230,0.247,25.3,10,0,86.5,100.801,-32
200206082230,200206082300,0.245,25.2,11,0,86.7,100.801,-39
200206082300,200206082330,0.309,25,13,0,87.4,100.9,-29
200206082330,200206090000,0.324,24.8,16,0,87.6,100.9,-33
200206090000,200206090030,0.341,24.7,13,0,87.5,100.9,-33
200206090030,200206090100,0.365,24.4,14,0,88.2,100.9,-43
200206090100,200206090130,0.286,24.1,11,0,89.2,100.801,-48
200206090130,200206090200,0.38,23.8,14,0,89.5,100.801,-44
200206090200,200206090230,0.368,23.7,13,0,89.3,100.801,-45
200206090230,200206090300,0.31,23.4,10,0,89.9,100.801,-47
200206090300,200206090330,0.297,23.1,6,0,90.5,100.801,-37
200206090330,200206090400,0.282,23.1,13,0,90.8,100.9,-12
200206090400,200206090430,0.226,23,10,0,90.4,100.9,-11
200206090430,200206090500,0.253,22.9,148,0,91.1,100.9,-13
200206090500,200206090530,0.278,22.5,-11,0,92.9,100.9,-1
200206090530,200206090600,0.279,22.5,7,0,92.7,100.9,5
200206090600,200206090630,0.362,22.7,30,0,92.1,100.9,29
200206090630,200206090700,0.304,22.9,33,0,91.4,100.9,71
200206090700,200206090730,0.355,23.3,44,0,90.2,100.9,94
200206090730,200206090800,0.344,24,82,0,88.4,101,189
200206090800,200206090830,0.41,25,170,0,85.2,101,320
200206090830,200206090900,0.35,25.6,129,0,83.6,101,271
200206090900,200206090930,0.434,26.8,223,0,79.9,100.9,539
200206090930,200206091000,0.36,27,173,0,79.5,100.9,435
200206091000,200206091030,0.33,26.6,125,0,80.8,101,273
200206091030,200206091100,0.319,28,234,0,77,100.9,578
200206091100,200206091130,0.217,28.5,242,0,74.7,100.9,649
200206091130,200206091200,0.324,28.8,224,0,73.8,100.9,560
200206091200,200206091230,0.336,29.4,282,0,71.9,100.801,558
200206091230,200206091300,0.244,29.7,258,0,70.1,100.801,629
200206091300,200206091330,0.243,29.9,218,0,68.4,100.7,605
200206091330,200206091400,0.338,29.2,154,0,69.6,100.7,274
200206091400,200206091430,0.325,30,244,0,67.1,100.601,516
200206091430,200206091500,0.263,29,130,0,69,100.601,149
200206091500,200206091530,0.225,28.6,100,0,72,100.601,116
200206091530,200206091600,0.143,28.1,47,0,76.3,100.601,55
200206091600,200206091630,0.185,27.7,59,0,78.3,100.601,57
200206091630,200206091700,0.171,27.5,42,0,79.7,100.601,43
200206091700,200206091730,0.148,27.1,28,0,80.9,100.601,4
200206091730,200206091800,0.065,26.4,6,0,86.3,100.601,-16
200206091800,200206091830,0.076,25.5,8,0,91.1,100.601,-23
200206091830,200206091900,0.097,25.4,5,0,89.7,100.601,-29
200206091900,200206091930,0.162,25.6,10,0,86.6,100.601,-31
200206091930,200206092000,0.125,25.5,5,0,86.3,100.601,-30
200206092000,200206092030,0.11,25.3,1,0,87.5,100.7,-32
200206092030,200206092100,0.166,25.2,7,0,87.4,100.7,-40
200206092100,200206092130,0.175,25.3,9,0,85.1,100.7,-41
200206092130,200206092200,0.232,25.4,14,0,83,100.7,-45
200206092200,200206092230,0.263,25.3,18,0,82.2,100.801,-44
200206092230,200206092300,0.263,25,15,0,82.4,100.7,-56
200206092300,200206092330,0.295,24.9,21,0,82.8,100.801,-39
200206092330,200206100000,0.247,24.6,11,0,83.3,100.7,-57
200206100000,200206100030,0.209,24.2,7,0,85.2,100.7,-50
200206100030,200206100100,0.104,23.8,2,0,87.6,100.7,-39
200206100100,200206100130,0.08,23.5,1,0,89.3,100.7,-34
200206100130,200206100200,0.071,23,0,0,91.4,100.7,-36
200206100200,200206100230,0.06,22.7,0,0,92.9,100.601,-41
